dataset_id,model_family,k_total_runs,auxiliary_runs,subset_count,case_count,full_review_workload,full_hc_disagreement_n,auxiliary_fit_fraction_of_full,gate_decision_agreement_median,gate_decision_agreement_q25,gate_decision_agreement_q75,gate_decision_agreement_mean,review_recall_median,review_recall_q25,review_recall_q75,review_recall_mean,review_precision_median,review_precision_q25,review_precision_q75,review_precision_mean,review_jaccard_median,review_jaccard_q25,review_jaccard_q75,review_jaccard_mean,hc_disagreement_recall_median,hc_disagreement_recall_q25,hc_disagreement_recall_q75,hc_disagreement_recall_mean,hc_disagreement_precision_median,hc_disagreement_precision_q25,hc_disagreement_precision_q75,hc_disagreement_precision_mean,hc_disagreement_jaccard_median,hc_disagreement_jaccard_q25,hc_disagreement_jaccard_q75,hc_disagreement_jaccard_mean,agreement_mae_median,agreement_mae_q25,agreement_mae_q75,agreement_mae_mean,review_workload_median,review_workload_q25,review_workload_q75,review_workload_mean,review_workload_delta_median,review_workload_delta_q25,review_workload_delta_q75,review_workload_delta_mean
wisconsin_diagnostic,flat_neuro_fuzzy,5,4,1000,114,0.21052631578947367,0,0.21052631578947367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0030701754385964917,0.0013157894736842107,0.003947368421052631,0.0027070175438596495,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947364,0.0,0.0,0.0,0.0
wisconsin_diagnostic,flat_neuro_fuzzy,10,9,1000,114,0.21052631578947367,0,0.47368421052631576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0013157894736842107,0.0013157894736842098,0.00219298245614035,0.0014596491228070175,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947364,0.0,0.0,0.0,0.0
wisconsin_diagnostic,flat_neuro_fuzzy,15,14,1000,114,0.21052631578947367,0,0.7368421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0010233918128654963,0.0004385964912280696,0.0010233918128654963,0.0008652046783625727,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947364,0.0,0.0,0.0,0.0
wisconsin_diagnostic,flat_neuro_fuzzy,20,19,1,114,0.21052631578947367,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.0,0.0,0.0,0.0
wisconsin_diagnostic,gradient_boosting,3,2,171,114,0.07894736842105263,0,0.10526315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.0,0.0,0.0,0.0
wisconsin_diagnostic,gradient_boosting,5,4,1000,114,0.07894736842105263,0,0.21052631578947367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105264,0.0,0.0,0.0,0.0
wisconsin_diagnostic,gradient_boosting,10,9,1000,114,0.07894736842105263,0,0.47368421052631576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105264,0.0,0.0,0.0,0.0
wisconsin_diagnostic,gradient_boosting,15,14,1000,114,0.07894736842105263,0,0.7368421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105264,0.0,0.0,0.0,0.0
wisconsin_diagnostic,gradient_boosting,20,19,1,114,0.07894736842105263,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.07894736842105263,0.0,0.0,0.0,0.0
wisconsin_diagnostic,logistic_regression,3,2,171,114,0.10526315789473684,0,0.10526315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0
wisconsin_diagnostic,logistic_regression,5,4,1000,114,0.10526315789473684,0,0.21052631578947367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473682,0.0,0.0,0.0,0.0
wisconsin_diagnostic,logistic_regression,10,9,1000,114,0.10526315789473684,0,0.47368421052631576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473682,0.0,0.0,0.0,0.0
wisconsin_diagnostic,logistic_regression,15,14,1000,114,0.10526315789473684,0,0.7368421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473682,0.0,0.0,0.0,0.0
wisconsin_diagnostic,logistic_regression,20,19,1,114,0.10526315789473684,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0
wisconsin_diagnostic,random_forest,3,2,171,114,0.21052631578947367,0,0.10526315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.010526315789473684,0.008187134502923977,0.012573099415204677,0.010408330768441573,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.0,0.0,0.0,0.0
wisconsin_diagnostic,random_forest,5,4,1000,114,0.21052631578947367,0,0.21052631578947367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.007894736842105265,0.007017543859649123,0.009649122807017544,0.008238596491228071,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947364,0.0,0.0,0.0,0.0
wisconsin_diagnostic,random_forest,10,9,1000,114,0.21052631578947367,0,0.47368421052631576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0043859649122807015,0.0035087719298245628,0.005263157894736843,0.004724561403508771,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947364,0.0,0.0,0.0,0.0
wisconsin_diagnostic,random_forest,15,14,1000,114,0.21052631578947367,0,0.7368421052631579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.00263157894736842,0.0023391812865497055,0.0032163742690058464,0.0027540935672514606,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947364,0.0,0.0,0.0,0.0
wisconsin_diagnostic,random_forest,20,19,1,114,0.21052631578947367,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.0,0.0,0.0,0.0
